Player,Player Link,Minutes,Runs,Balls Faced,Fours,Sixes,Strike Rate,Inns,Opposition,Ground,Start Date
RG Sharma,/ci/content/player/34102.html,205,171*,163,13,7,104.90,1,Australia,Perth,12 Jan 2016
V Kohli,/ci/content/player/253802.html,202,154*,134,16,1,114.92,2,New Zealand,Mohali,23 Oct 2016
RG Sharma,/ci/content/player/34102.html,215,150,133,13,6,112.78,2,South Africa,Kanpur,11 Oct 2015
Yuvraj Singh,/ci/content/player/36084.html,183,150,127,21,3,118.11,1,England,Cuttack,19 Jan 2017
RG Sharma,/ci/content/player/34102.html,228,138,139,9,4,99.28,1,Australia,Melbourne,18 Jan 2015
V Kohli,/ci/content/player/253802.html,202,138,140,6,5,98.57,1,South Africa,Chennai,22 Oct 2015
S Dhawan,/ci/content/player/28235.html,199,137,146,16,2,93.83,1,South Africa,Melbourne,22 Feb 2015
RG Sharma,/ci/content/player/34102.html,223,137,126,14,3,108.73,1,Bangladesh,Melbourne,19 Mar 2015
MS Dhoni,/ci/content/player/28081.html,203,134,122,10,6,109.83,1,England,Cuttack,19 Jan 2017
S Dhawan,/ci/content/player/28235.html,-,132*,90,20,3,146.66,2,Sri Lanka,Dambulla,20 Aug 2017
V Kohli,/ci/content/player/253802.html,-,131,96,17,2,136.45,1,Sri Lanka,Colombo (RPS),31 Aug 2017
S Dhawan,/ci/content/player/28235.html,154,126,113,14,2,111.50,2,Australia,Canberra,20 Jan 2016
S Dhawan,/ci/content/player/28235.html,198,125,128,15,1,97.65,1,Sri Lanka,The Oval,8 Jun 2017
AT Rayudu,/ci/content/player/33141.html,199,124*,133,12,1,93.23,1,Zimbabwe,Harare,10 Jul 2015
RG Sharma,/ci/content/player/34102.html,-,124*,145,16,2,85.51,2,Sri Lanka,Pallekele,27 Aug 2017
RG Sharma,/ci/content/player/34102.html,175,124,127,11,3,97.63,1,Australia,Brisbane,15 Jan 2016
RG Sharma,/ci/content/player/34102.html,165,123*,129,15,1,95.34,2,Bangladesh,Birmingham,15 Jun 2017
V Kohli,/ci/content/player/253802.html,147,122,105,8,5,116.19,2,England,Pune,15 Jan 2017
KM Jadhav,/ci/content/player/290716.html,125,120,76,12,4,157.89,2,England,Pune,15 Jan 2017
V Kohli,/ci/content/player/253802.html,174,117,117,7,2,100.00,1,Australia,Melbourne,17 Jan 2016
V Kohli,/ci/content/player/253802.html,-,111*,115,12,2,96.52,2,West Indies,Kingston,6 Jul 2017
SK Raina,/ci/content/player/33335.html,141,110*,104,9,4,105.76,2,Zimbabwe,Auckland,14 Mar 2015
V Kohli,/ci/content/player/253802.html,-,110*,116,9,0,94.82,2,Sri Lanka,Colombo (RPS),3 Sep 2017
V Kohli,/ci/content/player/253802.html,168,107,126,8,0,84.92,1,Pakistan,Adelaide,15 Feb 2015
V Kohli,/ci/content/player/253802.html,131,106,92,11,1,115.21,2,Australia,Canberra,20 Jan 2016
KM Jadhav,/ci/content/player/290716.html,110,105*,87,12,1,120.68,1,Zimbabwe,Harare,14 Jul 2015
MK Pandey,/ci/content/player/290630.html,129,104*,81,8,1,128.39,2,Australia,Sydney,23 Jan 2016
RG Sharma,/ci/content/player/34102.html,-,104,88,11,3,118.18,1,Sri Lanka,Colombo (RPS),31 Aug 2017
AM Rahane,/ci/content/player/277916.html,-,103,104,10,2,99.03,1,West Indies,Port of Spain,25 Jun 2017
KL Rahul,/ci/content/player/422108.html,176,100*,115,7,1,86.95,2,Zimbabwe,Harare,11 Jun 2016
S Dhawan,/ci/content/player/28235.html,119,100,85,11,5,117.64,2,Ireland,Hamilton,10 Mar 2015
RG Sharma,/ci/content/player/34102.html,142,99,108,9,1,91.66,2,Australia,Sydney,23 Jan 2016
V Kohli,/ci/content/player/253802.html,96,96*,78,13,0,123.07,2,Bangladesh,Birmingham,15 Jun 2017
MS Dhoni,/ci/content/player/28081.html,144,92*,86,7,4,106.97,1,South Africa,Indore,14 Oct 2015
V Kohli,/ci/content/player/253802.html,148,91,97,9,1,93.81,1,Australia,Perth,12 Jan 2016
RG Sharma,/ci/content/player/34102.html,146,91,119,7,2,76.47,1,Pakistan,Birmingham,4 Jun 2017
KM Jadhav,/ci/content/player/290716.html,118,90,75,12,1,120.00,2,England,Kolkata,22 Jan 2017
AM Rahane,/ci/content/player/277916.html,107,89,80,6,1,111.25,1,Australia,Brisbane,15 Jan 2016
AM Rahane,/ci/content/player/277916.html,87,87,58,9,3,150.00,2,South Africa,Mumbai,25 Oct 2015
S Dhawan,/ci/content/player/28235.html,-,87,92,8,2,94.56,1,West Indies,Port of Spain,23 Jun 2017
V Kohli,/ci/content/player/253802.html,-,87,66,4,4,131.81,1,West Indies,Port of Spain,25 Jun 2017
MS Dhoni,/ci/content/player/28081.html,113,85*,76,8,2,111.84,2,Zimbabwe,Auckland,14 Mar 2015
V Kohli,/ci/content/player/253802.html,109,85*,81,9,1,104.93,2,New Zealand,Dharamsala,16 Oct 2016
HH Pandya,/ci/content/player/625371.html,-,83,66,5,5,125.75,1,Australia,Chennai,17 Sep 2017
V Kohli,/ci/content/player/253802.html,-,82*,70,10,1,117.14,2,Sri Lanka,Dambulla,20 Aug 2017
V Kohli,/ci/content/player/253802.html,108,81*,68,6,3,119.11,1,Pakistan,Birmingham,4 Jun 2017
MS Dhoni,/ci/content/player/28081.html,122,80,91,6,3,87.91,2,New Zealand,Mohali,23 Oct 2016
AM Rahane,/ci/content/player/277916.html,90,79,60,7,3,131.66,1,South Africa,Melbourne,22 Feb 2015
MS Dhoni,/ci/content/player/28081.html,-,79,88,4,2,89.77,1,Australia,Chennai,17 Sep 2017
MS Dhoni,/ci/content/player/28081.html,-,78*,79,4,2,98.73,1,West Indies,North Sound,30 Jun 2017
S Dhawan,/ci/content/player/28235.html,69,78,56,7,3,139.28,2,Australia,Sydney,23 Jan 2016
RG Sharma,/ci/content/player/34102.html,107,78,79,6,3,98.73,1,Sri Lanka,The Oval,8 Jun 2017
S Dhawan,/ci/content/player/28235.html,130,78,83,12,1,93.97,2,South Africa,The Oval,11 Jun 2017
STR Binny,/ci/content/player/27223.html,92,77,76,6,2,101.31,1,Zimbabwe,Harare,10 Jul 2015
V Kohli,/ci/content/player/253802.html,155,77,99,5,0,77.77,2,South Africa,Rajkot,18 Oct 2015
V Kohli,/ci/content/player/253802.html,136,76*,101,7,1,75.24,2,South Africa,The Oval,11 Jun 2017
HH Pandya,/ci/content/player/625371.html,46,76,43,4,6,176.74,2,Pakistan,The Oval,18 Jun 2017
S Dhawan,/ci/content/player/28235.html,118,75,73,10,0,102.73,1,Bangladesh,Dhaka,24 Jun 2015
SK Raina,/ci/content/player/33335.html,78,74,56,5,3,132.14,1,Pakistan,Adelaide,15 Feb 2015
AM Rahane,/ci/content/player/277916.html,152,73,101,3,1,72.27,1,England,Perth,30 Jan 2015
S Dhawan,/ci/content/player/28235.html,136,73,76,7,1,96.05,1,Pakistan,Adelaide,15 Feb 2015
M Vijay,/ci/content/player/237095.html,135,72,95,1,2,75.78,1,Zimbabwe,Harare,12 Jul 2015
AM Rahane,/ci/content/player/277916.html,-,72,112,4,1,64.28,1,West Indies,North Sound,30 Jun 2017
MK Pandey,/ci/content/player/290630.html,104,71,86,4,1,82.55,1,Zimbabwe,Harare,14 Jul 2015
RG Sharma,/ci/content/player/34102.html,107,70,65,5,3,107.69,1,New Zealand,Visakhapatnam,29 Oct 2016
MS Dhoni,/ci/content/player/28081.html,112,69,77,6,1,89.61,1,Bangladesh,Dhaka,24 Jun 2015
S Dhawan,/ci/content/player/28235.html,108,68,91,9,0,74.72,1,Australia,Melbourne,17 Jan 2016
S Dhawan,/ci/content/player/28235.html,95,68,65,6,1,104.61,1,Pakistan,Birmingham,4 Jun 2017
MS Dhoni,/ci/content/player/28081.html,-,67*,86,4,1,77.90,2,Sri Lanka,Pallekele,27 Aug 2017
SK Raina,/ci/content/player/33335.html,81,65,57,7,1,114.03,1,Bangladesh,Melbourne,19 Mar 2015
MS Dhoni,/ci/content/player/28081.html,94,65,65,3,2,100.00,2,Australia,Sydney,26 Mar 2015
RG Sharma,/ci/content/player/34102.html,95,65,74,7,2,87.83,2,South Africa,Rajkot,18 Oct 2015
V Kohli,/ci/content/player/253802.html,152,65,76,2,1,85.52,1,New Zealand,Visakhapatnam,29 Oct 2016
RG Sharma,/ci/content/player/34102.html,99,64,66,3,3,96.96,2,Ireland,Hamilton,10 Mar 2015
KL Rahul,/ci/content/player/422108.html,99,63*,70,4,2,90.00,2,Zimbabwe,Harare,15 Jun 2016
RG Sharma,/ci/content/player/34102.html,100,63,68,4,1,92.64,2,Bangladesh,Dhaka,18 Jun 2015
AM Rahane,/ci/content/player/277916.html,101,63,83,7,0,75.90,1,Zimbabwe,Harare,12 Jul 2015
MS Dhoni,/ci/content/player/28081.html,78,63,52,7,2,121.15,1,Sri Lanka,The Oval,8 Jun 2017
S Dhawan,/ci/content/player/28235.html,-,63,59,10,0,106.77,1,West Indies,Port of Spain,25 Jun 2017
KM Jadhav,/ci/content/player/290716.html,-,63,73,7,0,86.30,2,Sri Lanka,Colombo (RPS),3 Sep 2017
AT Rayudu,/ci/content/player/33141.html,156,62*,120,5,0,51.66,2,Zimbabwe,Harare,11 Jun 2016
AM Rahane,/ci/content/player/277916.html,-,62,78,8,0,79.48,1,West Indies,Port of Spain,23 Jun 2017
AM Rahane,/ci/content/player/277916.html,117,60,82,5,0,73.17,2,South Africa,Kanpur,11 Oct 2015
S Dhawan,/ci/content/player/28235.html,100,60,59,8,0,101.69,2,South Africa,Mumbai,25 Oct 2015
AM Rahane,/ci/content/player/277916.html,-,60,91,7,0,65.93,2,West Indies,North Sound,2 Jul 2017
V Kohli,/ci/content/player/253802.html,84,59,67,4,0,88.05,1,Australia,Brisbane,15 Jan 2016
RG Sharma,/ci/content/player/34102.html,77,57*,55,10,1,103.63,2,U.A.E.,Perth,28 Feb 2015
AM Rahane,/ci/content/player/277916.html,108,57,70,5,1,81.42,2,New Zealand,Ranchi,26 Oct 2016
HH Pandya,/ci/content/player/625371.html,67,56,43,4,2,130.23,2,England,Kolkata,22 Jan 2017
FY Fazal,/ci/content/player/28671.html,99,55*,61,7,1,90.16,2,Zimbabwe,Harare,15 Jun 2016
V Kohli,/ci/content/player/253802.html,81,55,63,8,0,87.30,2,England,Kolkata,22 Jan 2017
MS Dhoni,/ci/content/player/28081.html,-,54,114,1,0,47.36,2,West Indies,North Sound,2 Jul 2017
RG Sharma,/ci/content/player/34102.html,-,54,45,5,3,120.00,2,Sri Lanka,Pallekele,24 Aug 2017
B Kumar,/ci/content/player/326016.html,-,53*,80,4,1,66.25,2,Sri Lanka,Pallekele,24 Aug 2017
S Dhawan,/ci/content/player/28235.html,88,53,60,7,0,88.33,1,Bangladesh,Dhaka,21 Jun 2015
SK Raina,/ci/content/player/33335.html,87,53,52,3,1,101.92,1,South Africa,Chennai,22 Oct 2015
Yuvraj Singh,/ci/content/player/36084.html,49,53,32,8,1,165.62,1,Pakistan,Birmingham,4 Jun 2017
SK Raina,/ci/content/player/33335.html,105,51,63,6,0,80.95,1,Australia,Melbourne,18 Jan 2015
AM Rahane,/ci/content/player/277916.html,94,51,63,6,0,80.95,1,South Africa,Indore,14 Oct 2015
KD Karthik,/ci/content/player/30045.html,-,50*,52,5,0,96.15,2,West Indies,Kingston,6 Jul 2017
MK Pandey,/ci/content/player/290630.html,-,50*,42,4,0,119.04,1,Sri Lanka,Colombo (RPS),31 Aug 2017
AM Rahane,/ci/content/player/277916.html,72,50,55,4,1,90.90,1,Australia,Melbourne,17 Jan 2016
MS Dhoni,/ci/content/player/28081.html,-,49*,42,5,1,116.66,1,Sri Lanka,Colombo (RPS),31 Aug 2017
S Dhawan,/ci/content/player/28235.html,-,49,50,6,1,98.00,2,Sri Lanka,Pallekele,24 Aug 2017
MS Dhoni,/ci/content/player/28081.html,112,47,75,3,0,62.66,1,Bangladesh,Dhaka,21 Jun 2015
MS Dhoni,/ci/content/player/28081.html,85,47,61,5,0,77.04,2,South Africa,Rajkot,18 Oct 2015
V Kohli,/ci/content/player/253802.html,106,46,60,3,0,76.66,1,South Africa,Melbourne,22 Feb 2015
S Dhawan,/ci/content/player/28235.html,67,46,34,7,1,135.29,2,Bangladesh,Birmingham,15 Jun 2017
MS Dhoni,/ci/content/player/28081.html,96,45*,56,3,1,80.35,2,West Indies,Perth,6 Mar 2015
MS Dhoni,/ci/content/player/28081.html,-,45*,68,1,0,66.17,2,Sri Lanka,Pallekele,24 Aug 2017
S Dhawan,/ci/content/player/28235.html,57,45,41,6,1,109.75,2,Australia,Sydney,26 Mar 2015
AM Rahane,/ci/content/player/277916.html,79,45,53,4,0,84.90,1,South Africa,Chennai,22 Oct 2015
V Kohli,/ci/content/player/253802.html,64,45,51,2,1,88.23,2,New Zealand,Ranchi,26 Oct 2016
Yuvraj Singh,/ci/content/player/36084.html,82,45,57,5,1,78.94,2,England,Kolkata,22 Jan 2017
V Kohli,/ci/content/player/253802.html,64,44*,42,4,1,104.76,2,Ireland,Hamilton,10 Mar 2015
STR Binny,/ci/content/player/27223.html,84,44,55,3,2,80.00,1,England,Brisbane,20 Jan 2015
AM Rahane,/ci/content/player/277916.html,87,44,68,2,0,64.70,2,Australia,Sydney,26 Mar 2015
AT Rayudu,/ci/content/player/33141.html,74,44,49,3,0,89.79,1,Bangladesh,Dhaka,24 Jun 2015
AT Rayudu,/ci/content/player/33141.html,48,41*,44,7,0,93.18,2,Zimbabwe,Harare,13 Jun 2016
AT Rayudu,/ci/content/player/33141.html,71,41,50,3,0,82.00,1,Zimbabwe,Harare,12 Jul 2015
RG Sharma,/ci/content/player/34102.html,28,41,25,2,3,164.00,2,Australia,Canberra,20 Jan 2016
KM Jadhav,/ci/content/player/290716.html,47,41,37,2,2,110.81,2,New Zealand,Delhi,20 Oct 2016
MS Dhoni,/ci/content/player/28081.html,64,41,59,4,1,69.49,1,New Zealand,Visakhapatnam,29 Oct 2016
HH Pandya,/ci/content/player/625371.html,60,40*,37,3,1,108.10,2,England,Pune,15 Jan 2017
KM Jadhav,/ci/content/player/290716.html,-,40*,26,4,1,153.84,1,West Indies,North Sound,30 Jun 2017
SK Raina,/ci/content/player/33335.html,71,40,40,1,2,100.00,2,Bangladesh,Dhaka,18 Jun 2015
KM Jadhav,/ci/content/player/290716.html,-,40,54,5,0,74.07,1,Australia,Chennai,17 Sep 2017
KM Jadhav,/ci/content/player/290716.html,52,39*,37,2,1,105.40,1,New Zealand,Visakhapatnam,29 Oct 2016
KK Nair,/ci/content/player/398439.html,112,39,68,5,0,57.35,2,Zimbabwe,Harare,13 Jun 2016
MS Dhoni,/ci/content/player/28081.html,95,39,65,3,0,60.00,2,New Zealand,Delhi,20 Oct 2016
Yuvraj Singh,/ci/content/player/36084.html,-,39,55,4,0,70.90,1,West Indies,North Sound,30 Jun 2017
AM Rahane,/ci/content/player/277916.html,-,39,51,5,0,76.47,2,West Indies,Kingston,6 Jul 2017
S Dhawan,/ci/content/player/28235.html,85,38,65,4,0,58.46,1,England,Perth,30 Jan 2015
V Kohli,/ci/content/player/253802.html,71,38,48,4,0,79.16,2,Zimbabwe,Auckland,14 Mar 2015
SK Raina,/ci/content/player/33335.html,26,38,21,3,2,180.95,1,Bangladesh,Dhaka,24 Jun 2015
AR Patel,/ci/content/player/554691.html,77,38,40,3,1,95.00,2,New Zealand,Ranchi,26 Oct 2016
HH Pandya,/ci/content/player/625371.html,51,36,32,3,0,112.50,2,New Zealand,Delhi,20 Oct 2016
MK Pandey,/ci/content/player/290630.html,-,36,53,2,0,67.92,2,Sri Lanka,Colombo (RPS),3 Sep 2017
MS Dhoni,/ci/content/player/28081.html,70,34,61,1,0,55.73,1,England,Brisbane,20 Jan 2015
RG Sharma,/ci/content/player/34102.html,83,34,48,1,2,70.83,2,Australia,Sydney,26 Mar 2015
SK Raina,/ci/content/player/33335.html,57,34,55,3,0,61.81,1,Bangladesh,Dhaka,21 Jun 2015
AM Rahane,/ci/content/player/277916.html,80,34,49,5,0,69.38,1,Zimbabwe,Harare,10 Jul 2015
MS Dhoni,/ci/content/player/28081.html,64,34,42,1,1,80.95,2,Australia,Sydney,23 Jan 2016
V Kohli,/ci/content/player/253802.html,49,33*,41,5,0,80.48,2,U.A.E.,Perth,28 Feb 2015
AM Rahane,/ci/content/player/277916.html,44,33*,28,6,0,117.85,2,Ireland,Hamilton,10 Mar 2015
AM Rahane,/ci/content/player/277916.html,60,33,40,1,1,82.50,1,England,Brisbane,20 Jan 2015
V Kohli,/ci/content/player/253802.html,51,33,36,5,0,91.66,2,West Indies,Perth,6 Mar 2015
KL Rahul,/ci/content/player/422108.html,66,33,50,4,0,66.00,2,Zimbabwe,Harare,13 Jun 2016
AM Rahane,/ci/content/player/277916.html,59,33,34,4,2,97.05,2,New Zealand,Dharamsala,16 Oct 2016
V Kohli,/ci/content/player/253802.html,-,32*,47,1,0,68.08,1,West Indies,Port of Spain,23 Jun 2017
B Kumar,/ci/content/player/326016.html,-,32*,30,5,0,106.66,1,Australia,Chennai,17 Sep 2017
RA Jadeja,/ci/content/player/234675.html,56,32,42,2,0,76.19,2,Bangladesh,Dhaka,18 Jun 2015
RV Uthappa,/ci/content/player/35582.html,68,31,44,3,0,70.45,1,Zimbabwe,Harare,14 Jul 2015
MS Dhoni,/ci/content/player/28081.html,54,31,30,1,0,103.33,2,South Africa,Kanpur,11 Oct 2015
S Dhawan,/ci/content/player/28235.html,74,30,50,3,0,60.00,1,Bangladesh,Melbourne,19 Mar 2015
S Dhawan,/ci/content/player/28235.html,74,30,38,3,0,78.94,2,Bangladesh,Dhaka,18 Jun 2015
RG Sharma,/ci/content/player/34102.html,34,29,29,2,1,100.00,1,Bangladesh,Dhaka,24 Jun 2015
AM Rahane,/ci/content/player/277916.html,61,28*,50,2,0,56.00,1,Australia,Sydney,26 Jan 2015
MK Pandey,/ci/content/player/290630.html,55,28*,34,3,0,82.35,2,New Zealand,Mohali,23 Oct 2016
AM Rahane,/ci/content/player/277916.html,75,28,49,3,0,57.14,2,New Zealand,Delhi,20 Oct 2016
RG Sharma,/ci/content/player/34102.html,-,28,44,3,0,63.63,1,Australia,Chennai,17 Sep 2017
MS Dhoni,/ci/content/player/28081.html,50,27,29,3,0,93.10,2,South Africa,Mumbai,25 Oct 2015
B Kumar,/ci/content/player/326016.html,38,25*,21,2,1,119.04,2,Bangladesh,Dhaka,18 Jun 2015
DS Kulkarni,/ci/content/player/277955.html,29,25*,26,2,1,96.15,2,New Zealand,Ranchi,26 Oct 2016
KM Jadhav,/ci/content/player/290716.html,19,25*,13,3,1,192.30,1,Sri Lanka,The Oval,8 Jun 2017
Mohammed Shami,/ci/content/player/481896.html,18,25,18,3,1,138.88,1,England,Perth,30 Jan 2015
V Kohli,/ci/content/player/253802.html,55,25,35,1,0,71.42,1,Bangladesh,Dhaka,24 Jun 2015
STR Binny,/ci/content/player/27223.html,32,25,16,3,0,156.25,1,Zimbabwe,Harare,12 Jul 2015
MS Dhoni,/ci/content/player/28081.html,45,25,36,1,1,69.44,2,England,Kolkata,22 Jan 2017
RA Jadeja,/ci/content/player/234675.html,48,24*,27,1,0,88.88,2,Australia,Canberra,20 Jan 2016
AR Patel,/ci/content/player/554691.html,28,24,18,1,1,133.33,1,New Zealand,Visakhapatnam,29 Oct 2016
RA Jadeja,/ci/content/player/234675.html,15,23*,10,4,0,230.00,1,Bangladesh,Melbourne,19 Mar 2015
Yuvraj Singh,/ci/content/player/36084.html,29,23*,25,1,1,92.00,2,South Africa,The Oval,11 Jun 2017
AT Rayudu,/ci/content/player/33141.html,76,23,53,2,0,43.39,1,England,Brisbane,20 Jan 2015
AT Rayudu,/ci/content/player/33141.html,26,23,24,2,1,95.83,1,Australia,Sydney,26 Jan 2015
V Kohli,/ci/content/player/253802.html,57,23,27,3,1,85.18,1,Bangladesh,Dhaka,21 Jun 2015
S Dhawan,/ci/content/player/28235.html,33,23,28,5,0,82.14,2,South Africa,Kanpur,11 Oct 2015
S Dhawan,/ci/content/player/28235.html,57,23,34,4,0,67.64,1,South Africa,Indore,14 Oct 2015
MS Dhoni,/ci/content/player/28081.html,23,23,9,2,2,255.55,1,Australia,Melbourne,17 Jan 2016
SK Raina,/ci/content/player/33335.html,42,22,25,2,0,88.00,2,West Indies,Perth,6 Mar 2015
MK Tiwary,/ci/content/player/35565.html,41,22,26,0,1,84.61,1,Zimbabwe,Harare,12 Jul 2015
Harbhajan Singh,/ci/content/player/29264.html,33,22,22,2,1,100.00,1,South Africa,Indore,14 Oct 2015
KM Jadhav,/ci/content/player/290716.html,15,22,10,3,1,220.00,1,England,Cuttack,19 Jan 2017
Yuvraj Singh,/ci/content/player/36084.html,49,22,31,4,0,70.96,2,Pakistan,The Oval,18 Jun 2017
RG Sharma,/ci/content/player/34102.html,21,21,19,4,0,110.52,1,South Africa,Chennai,22 Oct 2015
MS Dhoni,/ci/content/player/28081.html,41,21,24,1,1,87.50,2,New Zealand,Dharamsala,16 Oct 2016
S Dhawan,/ci/content/player/28235.html,42,21,22,4,0,95.45,2,Pakistan,The Oval,18 Jun 2017
Harbhajan Singh,/ci/content/player/29264.html,21,20*,17,1,0,117.64,2,South Africa,Rajkot,18 Oct 2015
HH Pandya,/ci/content/player/625371.html,8,20*,6,0,3,333.33,1,Pakistan,Birmingham,4 Jun 2017
AM Rahane,/ci/content/player/277916.html,45,20,39,3,0,51.28,1,New Zealand,Visakhapatnam,29 Oct 2016
HH Pandya,/ci/content/player/625371.html,-,20,21,1,1,95.23,2,West Indies,North Sound,2 Jul 2017
HH Pandya,/ci/content/player/625371.html,23,19*,9,2,1,211.11,1,England,Cuttack,19 Jan 2017
MS Dhoni,/ci/content/player/28081.html,42,19,31,2,0,61.29,1,Australia,Melbourne,18 Jan 2015
AM Rahane,/ci/content/player/277916.html,40,19,24,3,0,79.16,2,Zimbabwe,Auckland,14 Mar 2015
AM Rahane,/ci/content/player/277916.html,38,19,37,1,0,51.35,1,Bangladesh,Melbourne,19 Mar 2015
