Player,Player Link,Maidens,Overs,Runs,Wickets,Economy,Inns,Opposition,Ground,Start Date
A Mishra,/ci/content/player/31107.html,2,6.0,18,5,3.00,2,New Zealand,Visakhapatnam,29 Oct 2016
JJ Bumrah,/ci/content/player/625383.html,2,10.0,27,5,2.70,1,Sri Lanka,Pallekele,27 Aug 2017
B Kumar,/ci/content/player/326016.html,0,9.4,42,5,4.34,1,Sri Lanka,Colombo (RPS),3 Sep 2017
JJ Bumrah,/ci/content/player/625383.html,1,10.0,22,4,2.20,1,Zimbabwe,Harare,15 Jun 2016
R Ashwin,/ci/content/player/26421.html,1,10.0,25,4,2.50,1,U.A.E.,Perth,28 Feb 2015
JJ Bumrah,/ci/content/player/625383.html,2,9.5,28,4,2.84,1,Zimbabwe,Harare,11 Jun 2016
UT Yadav,/ci/content/player/376116.html,1,9.0,31,4,3.44,2,Bangladesh,Melbourne,19 Mar 2015
B Kumar,/ci/content/player/326016.html,3,10.0,33,4,3.30,2,Zimbabwe,Harare,12 Jul 2015
Mohammed Shami,/ci/content/player/481896.html,1,9.0,35,4,3.88,2,Pakistan,Adelaide,15 Feb 2015
JJ Bumrah,/ci/content/player/625383.html,2,10.0,43,4,4.30,1,Sri Lanka,Pallekele,24 Aug 2017
Mohammed Shami,/ci/content/player/481896.html,0,10.0,48,4,4.80,1,West Indies,Kingston,6 Jul 2017
UT Yadav,/ci/content/player/376116.html,0,9.0,72,4,8.00,1,Australia,Sydney,26 Mar 2015
I Sharma,/ci/content/player/236779.html,0,10.0,77,4,7.70,1,Australia,Canberra,20 Jan 2016
YS Chahal,/ci/content/player/430246.html,2,6.0,25,3,4.16,1,Zimbabwe,Harare,13 Jun 2016
R Ashwin,/ci/content/player/26421.html,1,10.0,28,3,2.80,2,West Indies,North Sound,30 Jun 2017
KM Jadhav,/ci/content/player/290716.html,0,5.0,29,3,5.80,1,New Zealand,Mohali,23 Oct 2016
UT Yadav,/ci/content/player/376116.html,1,7.4,30,3,3.91,2,Pakistan,Birmingham,4 Jun 2017
YS Chahal,/ci/content/player/430246.html,0,5.0,30,3,6.00,2,Australia,Chennai,17 Sep 2017
HH Pandya,/ci/content/player/625371.html,0,7.0,31,3,4.42,1,New Zealand,Dharamsala,16 Oct 2016
STR Binny,/ci/content/player/27223.html,0,8.0,33,3,4.12,2,England,Perth,30 Jan 2015
AR Patel,/ci/content/player/554691.html,0,10.0,34,3,3.40,1,Sri Lanka,Dambulla,20 Aug 2017
Mohammed Shami,/ci/content/player/481896.html,2,8.0,35,3,4.37,1,West Indies,Perth,6 Mar 2015
JJ Bumrah,/ci/content/player/625383.html,0,10.0,35,3,3.50,1,New Zealand,Delhi,20 Oct 2016
UT Yadav,/ci/content/player/376116.html,1,10.0,36,3,3.60,1,West Indies,North Sound,2 Jul 2017
AR Patel,/ci/content/player/554691.html,0,10.0,39,3,3.90,2,South Africa,Indore,14 Oct 2015
HH Pandya,/ci/content/player/625371.html,0,10.0,40,3,4.00,1,West Indies,North Sound,2 Jul 2017
R Ashwin,/ci/content/player/26421.html,0,10.0,41,3,4.10,2,South Africa,Melbourne,22 Feb 2015
Mohammed Shami,/ci/content/player/481896.html,0,9.0,41,3,4.55,1,Ireland,Hamilton,10 Mar 2015
B Kumar,/ci/content/player/326016.html,0,8.4,41,3,4.73,2,South Africa,Indore,14 Oct 2015
Kuldeep Yadav,/ci/content/player/559235.html,1,10.0,41,3,4.10,2,West Indies,North Sound,30 Jun 2017
UT Yadav,/ci/content/player/376116.html,1,9.5,43,3,4.37,1,Zimbabwe,Auckland,14 Mar 2015
SK Raina,/ci/content/player/33335.html,0,8.0,45,3,5.62,2,Bangladesh,Dhaka,24 Jun 2015
Mohammed Shami,/ci/content/player/481896.html,2,9.0,48,3,5.33,1,Zimbabwe,Auckland,14 Mar 2015
MM Sharma,/ci/content/player/537119.html,1,10.0,48,3,4.80,1,Zimbabwe,Auckland,14 Mar 2015
A Mishra,/ci/content/player/31107.html,0,8.5,49,3,5.54,1,New Zealand,Dharamsala,16 Oct 2016
HH Pandya,/ci/content/player/625371.html,1,10.0,49,3,4.90,1,England,Kolkata,22 Jan 2017
Kuldeep Yadav,/ci/content/player/559235.html,0,9.0,50,3,5.55,2,West Indies,Port of Spain,25 Jun 2017
R Ashwin,/ci/content/player/26421.html,0,10.0,51,3,5.10,1,Bangladesh,Dhaka,18 Jun 2015
UT Yadav,/ci/content/player/376116.html,1,10.0,53,3,5.30,1,West Indies,Kingston,6 Jul 2017
STR Binny,/ci/content/player/27223.html,1,10.0,55,3,5.50,2,Zimbabwe,Harare,14 Jul 2015
BB Sran,/ci/content/player/537126.html,0,9.2,56,3,6.00,2,Australia,Perth,12 Jan 2016
A Mishra,/ci/content/player/31107.html,0,10.0,60,3,6.00,1,New Zealand,Delhi,20 Oct 2016
R Ashwin,/ci/content/player/26421.html,0,10.0,65,3,6.50,2,England,Cuttack,19 Jan 2017
UT Yadav,/ci/content/player/376116.html,1,10.0,67,3,6.70,1,Australia,Canberra,20 Jan 2016
B Kumar,/ci/content/player/326016.html,0,10.0,68,3,6.80,2,South Africa,Chennai,22 Oct 2015
UT Yadav,/ci/content/player/376116.html,0,10.0,75,3,7.50,1,New Zealand,Mohali,23 Oct 2016
KM Jadhav,/ci/content/player/290716.html,0,3.0,6,2,2.00,1,New Zealand,Dharamsala,16 Oct 2016
AR Patel,/ci/content/player/554691.html,0,4.1,9,2,2.16,2,New Zealand,Visakhapatnam,29 Oct 2016
B Kumar,/ci/content/player/326016.html,1,5.0,9,2,1.80,2,West Indies,Port of Spain,25 Jun 2017
UT Yadav,/ci/content/player/376116.html,2,6.3,15,2,2.30,1,U.A.E.,Perth,28 Feb 2015
BB Sran,/ci/content/player/537126.html,1,6.0,17,2,2.83,1,Zimbabwe,Harare,13 Jun 2016
KM Jadhav,/ci/content/player/290716.html,0,6.0,22,2,3.66,1,Bangladesh,Birmingham,15 Jun 2017
JJ Bumrah,/ci/content/player/625383.html,0,6.2,22,2,3.47,1,Sri Lanka,Dambulla,20 Aug 2017
RA Jadeja,/ci/content/player/234675.html,0,5.0,23,2,4.60,1,U.A.E.,Perth,28 Feb 2015
B Kumar,/ci/content/player/326016.html,0,7.3,23,2,3.06,1,South Africa,The Oval,11 Jun 2017
YS Chahal,/ci/content/player/430246.html,0,8.0,25,2,3.12,1,Zimbabwe,Harare,15 Jun 2016
KM Jadhav,/ci/content/player/290716.html,0,5.0,26,2,5.20,1,Sri Lanka,Dambulla,20 Aug 2017
RA Jadeja,/ci/content/player/234675.html,0,8.2,27,2,3.24,1,West Indies,Perth,6 Mar 2015
JJ Bumrah,/ci/content/player/625383.html,0,8.0,28,2,3.50,1,South Africa,The Oval,11 Jun 2017
HH Pandya,/ci/content/player/625371.html,0,4.0,28,2,7.00,2,Australia,Chennai,17 Sep 2017
Mohammed Shami,/ci/content/player/481896.html,1,8.0,30,2,3.75,2,South Africa,Melbourne,22 Feb 2015
MM Sharma,/ci/content/player/537119.html,0,7.0,31,2,4.42,2,South Africa,Melbourne,22 Feb 2015
DS Kulkarni,/ci/content/player/277955.html,1,9.0,31,2,3.44,1,Zimbabwe,Harare,13 Jun 2016
UT Yadav,/ci/content/player/376116.html,0,8.0,31,2,3.87,1,New Zealand,Dharamsala,16 Oct 2016
Kuldeep Yadav,/ci/content/player/559235.html,1,10.0,31,2,3.10,1,West Indies,North Sound,2 Jul 2017
Kuldeep Yadav,/ci/content/player/559235.html,1,8.4,31,2,3.57,2,Sri Lanka,Colombo (RPS),31 Aug 2017
HH Pandya,/ci/content/player/625371.html,0,6.0,32,2,5.33,2,West Indies,North Sound,30 Jun 2017
JJ Bumrah,/ci/content/player/625383.html,0,7.0,32,2,4.57,2,Sri Lanka,Colombo (RPS),31 Aug 2017
MM Sharma,/ci/content/player/537119.html,0,7.0,33,2,4.71,2,Zimbabwe,Harare,14 Jul 2015
Kuldeep Yadav,/ci/content/player/559235.html,0,4.0,33,2,8.25,2,Australia,Chennai,17 Sep 2017
DS Kulkarni,/ci/content/player/277955.html,0,8.0,34,2,4.25,2,Bangladesh,Dhaka,24 Jun 2015
MM Sharma,/ci/content/player/537119.html,0,9.0,35,2,3.88,2,Pakistan,Adelaide,15 Feb 2015
R Ashwin,/ci/content/player/26421.html,1,10.0,35,2,3.50,2,Bangladesh,Dhaka,24 Jun 2015
Harbhajan Singh,/ci/content/player/29264.html,0,10.0,35,2,3.50,2,Zimbabwe,Harare,14 Jul 2015
MM Sharma,/ci/content/player/537119.html,1,10.0,36,2,3.60,2,England,Perth,30 Jan 2015
Mohammed Shami,/ci/content/player/481896.html,1,8.0,37,2,4.62,2,Bangladesh,Melbourne,19 Mar 2015
B Kumar,/ci/content/player/326016.html,0,7.0,37,2,5.28,1,Bangladesh,Dhaka,18 Jun 2015
R Ashwin,/ci/content/player/26421.html,1,10.0,38,2,3.80,1,Ireland,Hamilton,10 Mar 2015
AR Patel,/ci/content/player/554691.html,0,6.4,39,2,5.85,2,Zimbabwe,Harare,14 Jul 2015
JJ Bumrah,/ci/content/player/625383.html,1,10.0,39,2,3.90,1,Bangladesh,Birmingham,15 Jun 2017
JJ Bumrah,/ci/content/player/625383.html,0,10.0,40,2,4.00,1,Australia,Sydney,23 Jan 2016
AR Patel,/ci/content/player/554691.html,1,10.0,41,2,4.10,2,Zimbabwe,Harare,10 Jul 2015
UT Yadav,/ci/content/player/376116.html,1,10.0,42,2,4.20,1,West Indies,Perth,6 Mar 2015
RA Jadeja,/ci/content/player/234675.html,0,8.0,42,2,5.25,2,Bangladesh,Melbourne,19 Mar 2015
DS Kulkarni,/ci/content/player/277955.html,1,10.0,42,2,4.20,1,Zimbabwe,Harare,11 Jun 2016
BB Sran,/ci/content/player/537126.html,0,10.0,42,2,4.20,1,Zimbabwe,Harare,11 Jun 2016
A Mishra,/ci/content/player/31107.html,0,10.0,42,2,4.20,1,New Zealand,Ranchi,26 Oct 2016
HH Pandya,/ci/content/player/625371.html,0,8.0,43,2,5.37,2,Pakistan,Birmingham,4 Jun 2017
RA Jadeja,/ci/content/player/234675.html,0,8.0,43,2,5.37,2,Pakistan,Birmingham,4 Jun 2017
YS Chahal,/ci/content/player/430246.html,1,10.0,43,2,4.30,1,Sri Lanka,Pallekele,24 Aug 2017
JJ Bumrah,/ci/content/player/625383.html,0,10.0,45,2,4.50,1,Sri Lanka,Colombo (RPS),3 Sep 2017
A Mishra,/ci/content/player/31107.html,0,10.0,46,2,4.60,1,New Zealand,Mohali,23 Oct 2016
HH Pandya,/ci/content/player/625371.html,0,9.0,46,2,5.11,1,England,Pune,15 Jan 2017
A Mishra,/ci/content/player/31107.html,0,10.0,47,2,4.70,1,South Africa,Kanpur,11 Oct 2015
RA Jadeja,/ci/content/player/234675.html,0,10.0,49,2,4.90,2,Australia,Melbourne,17 Jan 2016
UT Yadav,/ci/content/player/376116.html,0,10.0,50,2,5.00,2,Pakistan,Adelaide,15 Feb 2015
Harbhajan Singh,/ci/content/player/29264.html,0,10.0,50,2,5.00,2,South Africa,Chennai,22 Oct 2015
HH Pandya,/ci/content/player/625371.html,0,8.0,50,2,6.25,2,Sri Lanka,Colombo (RPS),31 Aug 2017
Harbhajan Singh,/ci/content/player/29264.html,0,10.0,51,2,5.10,2,South Africa,Indore,14 Oct 2015
JJ Bumrah,/ci/content/player/625383.html,0,9.4,52,2,5.37,1,New Zealand,Mohali,23 Oct 2016
I Sharma,/ci/content/player/236779.html,0,10.0,53,2,5.30,2,Australia,Melbourne,17 Jan 2016
B Kumar,/ci/content/player/326016.html,1,10.0,53,2,5.30,1,Bangladesh,Birmingham,15 Jun 2017
STR Binny,/ci/content/player/27223.html,0,10.0,54,2,5.40,2,Zimbabwe,Harare,10 Jul 2015
UT Yadav,/ci/content/player/376116.html,1,10.0,55,2,5.50,2,Australia,Melbourne,18 Jan 2015
UT Yadav,/ci/content/player/376116.html,0,8.0,58,2,7.25,1,Bangladesh,Dhaka,18 Jun 2015
I Sharma,/ci/content/player/236779.html,0,10.0,60,2,6.00,1,Australia,Sydney,23 Jan 2016
YS Chahal,/ci/content/player/430246.html,0,10.0,60,2,6.00,1,Sri Lanka,Dambulla,20 Aug 2017
MM Sharma,/ci/content/player/537119.html,0,9.0,62,2,6.88,1,South Africa,Rajkot,18 Oct 2015
RA Jadeja,/ci/content/player/234675.html,0,10.0,62,2,6.20,1,England,Kolkata,22 Jan 2017
R Ashwin,/ci/content/player/26421.html,0,9.0,68,2,7.55,2,Australia,Perth,12 Jan 2016
UT Yadav,/ci/content/player/376116.html,0,9.5,68,2,6.91,2,Australia,Melbourne,17 Jan 2016
UT Yadav,/ci/content/player/376116.html,0,10.0,71,2,7.10,1,South Africa,Kanpur,11 Oct 2015
MM Sharma,/ci/content/player/537119.html,0,10.0,75,2,7.50,1,Australia,Sydney,26 Mar 2015
JJ Bumrah,/ci/content/player/625383.html,0,10.0,79,2,7.90,1,England,Pune,15 Jan 2017
JJ Bumrah,/ci/content/player/625383.html,0,9.0,81,2,9.00,2,England,Cuttack,19 Jan 2017
KM Jadhav,/ci/content/player/290716.html,0,0.1,0,1,0.00,2,West Indies,North Sound,30 Jun 2017
AT Rayudu,/ci/content/player/33141.html,1,2.0,5,1,2.50,2,Bangladesh,Dhaka,24 Jun 2015
J Yadav,/ci/content/player/447587.html,0,4.0,8,1,2.00,2,New Zealand,Visakhapatnam,29 Oct 2016
KM Jadhav,/ci/content/player/290716.html,0,2.0,11,1,5.50,1,New Zealand,Delhi,20 Oct 2016
KM Jadhav,/ci/content/player/290716.html,0,3.0,12,1,4.00,1,Sri Lanka,Pallekele,27 Aug 2017
KM Jadhav,/ci/content/player/290716.html,0,4.0,13,1,3.25,1,West Indies,Kingston,6 Jul 2017
R Ashwin,/ci/content/player/26421.html,0,4.4,14,1,3.00,1,South Africa,Kanpur,11 Oct 2015
MM Sharma,/ci/content/player/537119.html,1,5.0,16,1,3.20,1,U.A.E.,Perth,28 Feb 2015
AR Patel,/ci/content/player/554691.html,2,10.0,16,1,1.60,1,Zimbabwe,Harare,15 Jun 2016
JJ Bumrah,/ci/content/player/625383.html,0,5.0,16,1,3.20,2,New Zealand,Visakhapatnam,29 Oct 2016
DS Kulkarni,/ci/content/player/277955.html,1,6.2,17,1,2.68,1,Zimbabwe,Harare,15 Jun 2016
B Kumar,/ci/content/player/326016.html,0,5.0,19,1,3.80,1,U.A.E.,Perth,28 Feb 2015
M Vijay,/ci/content/player/237095.html,0,3.0,19,1,6.33,2,Zimbabwe,Harare,14 Jul 2015
SK Raina,/ci/content/player/33335.html,0,3.0,19,1,6.33,1,South Africa,Mumbai,25 Oct 2015
JJ Bumrah,/ci/content/player/625383.html,0,4.0,20,1,5.00,2,Australia,Chennai,17 Sep 2017
MM Sharma,/ci/content/player/537119.html,0,5.0,21,1,4.20,2,South Africa,Indore,14 Oct 2015
AR Patel,/ci/content/player/554691.html,0,7.3,22,1,2.93,1,Zimbabwe,Harare,13 Jun 2016
B Kumar,/ci/content/player/326016.html,1,5.0,23,1,4.60,2,Pakistan,Birmingham,4 Jun 2017
HH Pandya,/ci/content/player/625371.html,0,5.2,24,1,4.50,1,Sri Lanka,Pallekele,24 Aug 2017
B Kumar,/ci/content/player/326016.html,0,4.0,25,1,6.25,2,Australia,Chennai,17 Sep 2017
AR Patel,/ci/content/player/554691.html,1,10.0,26,1,2.60,1,Zimbabwe,Harare,11 Jun 2016
SN Thakur,/ci/content/player/475281.html,0,7.0,26,1,3.71,2,Sri Lanka,Colombo (RPS),31 Aug 2017
YS Chahal,/ci/content/player/430246.html,1,10.0,27,1,2.70,1,Zimbabwe,Harare,11 Jun 2016
JJ Bumrah,/ci/content/player/625383.html,0,6.0,27,1,4.50,1,Zimbabwe,Harare,13 Jun 2016
KM Jadhav,/ci/content/player/290716.html,0,3.0,27,1,9.00,1,Pakistan,The Oval,18 Jun 2017
HH Pandya,/ci/content/player/625371.html,0,6.0,27,1,4.50,1,West Indies,Kingston,6 Jul 2017
UT Yadav,/ci/content/player/376116.html,0,4.0,28,1,7.00,2,New Zealand,Visakhapatnam,29 Oct 2016
Harbhajan Singh,/ci/content/player/29264.html,0,10.0,29,1,2.90,2,Zimbabwe,Harare,12 Jul 2015
AR Patel,/ci/content/player/554691.html,0,10.0,30,1,3.00,1,Sri Lanka,Pallekele,24 Aug 2017
Mohammed Shami,/ci/content/player/481896.html,0,9.0,31,1,3.44,2,England,Perth,30 Jan 2015
HH Pandya,/ci/content/player/625371.html,0,5.0,31,1,6.20,1,New Zealand,Ranchi,26 Oct 2016
R Ashwin,/ci/content/player/26421.html,2,10.0,32,1,3.20,2,Bangladesh,Dhaka,21 Jun 2015
UT Yadav,/ci/content/player/376116.html,0,7.0,32,1,4.57,2,West Indies,North Sound,30 Jun 2017
STR Binny,/ci/content/player/27223.html,0,7.0,34,1,4.85,2,England,Brisbane,20 Jan 2015
UT Yadav,/ci/content/player/376116.html,0,4.0,34,1,8.50,1,Ireland,Hamilton,10 Mar 2015
MM Sharma,/ci/content/player/537119.html,2,9.0,35,1,3.88,1,West Indies,Perth,6 Mar 2015
B Kumar,/ci/content/player/326016.html,1,10.0,35,1,3.50,2,Zimbabwe,Harare,10 Jul 2015
AR Patel,/ci/content/player/554691.html,1,10.0,35,1,3.50,1,Sri Lanka,Pallekele,27 Aug 2017
MM Sharma,/ci/content/player/537119.html,0,7.0,36,1,5.14,2,Bangladesh,Melbourne,19 Mar 2015
YS Chahal,/ci/content/player/430246.html,0,10.0,36,1,3.60,1,Sri Lanka,Colombo (RPS),3 Sep 2017
RA Jadeja,/ci/content/player/234675.html,0,8.2,37,1,4.44,2,South Africa,Melbourne,22 Feb 2015
R Ashwin,/ci/content/player/26421.html,0,9.0,38,1,4.22,1,West Indies,Perth,6 Mar 2015
MM Sharma,/ci/content/player/537119.html,0,6.0,38,1,6.33,1,Ireland,Hamilton,10 Mar 2015
A Mishra,/ci/content/player/31107.html,0,10.0,38,1,3.80,1,South Africa,Rajkot,18 Oct 2015
AR Patel,/ci/content/player/554691.html,0,10.0,38,1,3.80,1,New Zealand,Ranchi,26 Oct 2016
AR Patel,/ci/content/player/554691.html,1,10.0,39,1,3.90,2,England,Perth,30 Jan 2015
DS Kulkarni,/ci/content/player/277955.html,1,9.0,39,1,4.33,2,Zimbabwe,Harare,12 Jul 2015
RA Jadeja,/ci/content/player/234675.html,0,10.0,39,1,3.90,1,South Africa,The Oval,11 Jun 2017
SK Raina,/ci/content/player/33335.html,0,10.0,40,1,4.00,1,Ireland,Hamilton,10 Mar 2015
AR Patel,/ci/content/player/554691.html,1,10.0,40,1,4.00,2,Zimbabwe,Harare,12 Jul 2015
AR Patel,/ci/content/player/554691.html,0,10.0,40,1,4.00,2,South Africa,Chennai,22 Oct 2015
Kuldeep Yadav,/ci/content/player/559235.html,0,10.0,40,1,4.00,1,Sri Lanka,Colombo (RPS),3 Sep 2017
R Ashwin,/ci/content/player/26421.html,3,8.0,41,1,5.12,2,Pakistan,Adelaide,15 Feb 2015
STR Binny,/ci/content/player/27223.html,0,6.0,41,1,6.83,2,Bangladesh,Dhaka,24 Jun 2015
Harbhajan Singh,/ci/content/player/29264.html,0,10.0,41,1,4.10,1,South Africa,Rajkot,18 Oct 2015
R Ashwin,/ci/content/player/26421.html,0,10.0,42,1,4.20,1,Australia,Sydney,26 Mar 2015
DS Kulkarni,/ci/content/player/277955.html,0,7.0,42,1,6.00,2,Bangladesh,Dhaka,21 Jun 2015
STR Binny,/ci/content/player/27223.html,0,7.0,42,1,6.00,2,Zimbabwe,Harare,12 Jul 2015
UT Yadav,/ci/content/player/376116.html,0,9.0,42,1,4.66,1,New Zealand,Delhi,20 Oct 2016
HH Pandya,/ci/content/player/625371.html,0,8.0,42,1,5.25,1,Sri Lanka,Pallekele,27 Aug 2017
R Ashwin,/ci/content/player/26421.html,0,9.0,43,1,4.77,1,South Africa,The Oval,11 Jun 2017
B Kumar,/ci/content/player/326016.html,0,9.5,44,1,4.47,2,Australia,Melbourne,18 Jan 2015
Mohammed Shami,/ci/content/player/481896.html,0,8.1,44,1,5.38,2,Australia,Melbourne,18 Jan 2015
AR Patel,/ci/content/player/554691.html,1,9.0,44,1,4.88,2,Bangladesh,Dhaka,24 Jun 2015
B Kumar,/ci/content/player/326016.html,2,10.0,44,1,4.40,1,Pakistan,The Oval,18 Jun 2017
AR Patel,/ci/content/player/554691.html,0,10.0,45,1,4.50,2,Australia,Melbourne,18 Jan 2015
RA Jadeja,/ci/content/player/234675.html,0,7.0,45,1,6.42,1,Ireland,Hamilton,10 Mar 2015
RA Jadeja,/ci/content/player/234675.html,0,10.0,45,1,4.50,2,England,Cuttack,19 Jan 2017
Harbhajan Singh,/ci/content/player/29264.html,0,10.0,46,1,4.60,2,Zimbabwe,Harare,10 Jul 2015
R Ashwin,/ci/content/player/26421.html,0,9.0,47,1,5.22,2,West Indies,Port of Spain,25 Jun 2017
RA Jadeja,/ci/content/player/234675.html,0,8.0,48,1,6.00,1,Bangladesh,Dhaka,18 Jun 2015
AR Patel,/ci/content/player/554691.html,0,7.0,48,1,6.85,2,Bangladesh,Dhaka,21 Jun 2015
MM Sharma,/ci/content/player/537119.html,0,10.0,48,1,4.80,2,South Africa,Chennai,22 Oct 2015
RA Jadeja,/ci/content/player/234675.html,0,10.0,48,1,4.80,1,Bangladesh,Birmingham,15 Jun 2017
AR Patel,/ci/content/player/554691.html,0,10.0,49,1,4.90,1,New Zealand,Delhi,20 Oct 2016
RA Jadeja,/ci/content/player/234675.html,0,9.0,50,1,5.55,2,Australia,Brisbane,15 Jan 2016
RA Jadeja,/ci/content/player/234675.html,0,10.0,50,1,5.00,1,England,Pune,15 Jan 2017
AR Patel,/ci/content/player/554691.html,0,9.0,51,1,5.66,1,South Africa,Rajkot,18 Oct 2015
UT Yadav,/ci/content/player/376116.html,0,8.0,52,1,6.50,2,South Africa,Indore,14 Oct 2015
HH Pandya,/ci/content/player/625371.html,0,10.0,52,1,5.20,1,South Africa,The Oval,11 Jun 2017
